signal_date,ticker,pattern_type,score,date,day_offset,open,high,low,close,volume,daily_return_pct
2026-06-11,AKUMS,pocket_pivot,100.0,2026-06-02,-7,520.95,533.4,517.0,531.25,88377,1.9772
2026-06-11,AKUMS,pocket_pivot,100.0,2026-06-03,-6,531.9,545.0,529.0,540.45,148831,1.6074
2026-06-11,AKUMS,pocket_pivot,100.0,2026-06-04,-5,540.5,572.7,538.2,555.5,324949,2.7752
2026-06-11,AKUMS,pocket_pivot,100.0,2026-06-05,-4,559.5,564.9,548.3,553.8,96120,-1.0188
2026-06-11,AKUMS,pocket_pivot,100.0,2026-06-08,-3,553.05,557.5,542.85,545.35,85899,-1.3923
2026-06-11,AKUMS,pocket_pivot,100.0,2026-06-09,-2,545.35,560.75,543.75,548.25,388076,0.5318
2026-06-11,AKUMS,pocket_pivot,100.0,2026-06-10,-1,546.0,595.9,545.0,592.1,1389151,8.4432
2026-06-11,CUPID,pocket_pivot,100.0,2026-05-06,-25,132.01,132.49,119.0,126.49,31836221,-4.1815
2026-06-11,CUPID,pocket_pivot,100.0,2026-05-07,-24,127.49,131.36,127.39,131.14,15204073,2.863
2026-06-11,CUPID,pocket_pivot,100.0,2026-05-08,-23,131.0,133.92,129.59,133.56,13727472,1.9542
2026-06-11,CUPID,pocket_pivot,100.0,2026-05-11,-22,131.0,133.19,130.0,130.96,10545019,-0.0305
2026-06-11,CUPID,pocket_pivot,100.0,2026-05-12,-21,131.0,132.68,116.5,119.62,28585229,-8.687
2026-06-11,CUPID,pocket_pivot,100.0,2026-05-13,-20,120.49,124.75,120.48,122.14,13596211,1.3694
2026-06-11,CUPID,pocket_pivot,100.0,2026-05-14,-19,123.49,126.0,122.5,123.08,11341273,-0.332
2026-06-11,CUPID,pocket_pivot,100.0,2026-05-15,-18,124.39,124.7,119.43,120.36,11157881,-3.2398
2026-06-11,CUPID,pocket_pivot,100.0,2026-05-18,-17,121.0,125.25,119.0,120.84,24714599,-0.1322
2026-06-11,CUPID,pocket_pivot,100.0,2026-05-19,-16,121.99,122.45,113.01,114.34,25786567,-6.271
2026-06-11,CUPID,pocket_pivot,100.0,2026-05-20,-15,113.87,120.0,111.71,119.44,15603536,4.8915
2026-06-11,CUPID,pocket_pivot,100.0,2026-05-21,-14,120.4,122.94,119.65,120.16,14484922,-0.1993
2026-06-11,CUPID,pocket_pivot,100.0,2026-05-22,-13,120.5,122.6,120.01,120.31,11158350,-0.1577
2026-06-11,CUPID,pocket_pivot,100.0,2026-05-25,-12,121.0,124.95,121.0,124.69,13549225,3.0496
2026-06-11,CUPID,pocket_pivot,100.0,2026-05-26,-11,125.0,129.0,124.97,127.84,11886797,2.272
2026-06-11,CUPID,pocket_pivot,100.0,2026-05-27,-10,128.42,130.5,128.0,128.9,8569088,0.3738
2026-06-11,CUPID,pocket_pivot,100.0,2026-05-29,-9,129.55,130.59,128.0,129.06,10644521,-0.3782
2026-06-11,CUPID,pocket_pivot,100.0,2026-06-01,-8,129.65,131.5,128.0,129.09,10032982,-0.4319
2026-06-11,CUPID,pocket_pivot,100.0,2026-06-02,-7,129.1,130.0,124.7,128.35,13950546,-0.5809
2026-06-11,CUPID,pocket_pivot,100.0,2026-06-03,-6,129.11,130.77,128.0,129.8,9280138,0.5344
2026-06-11,CUPID,pocket_pivot,100.0,2026-06-04,-5,129.8,135.0,129.55,133.09,15465563,2.5347
2026-06-11,CUPID,pocket_pivot,100.0,2026-06-05,-4,134.0,137.9,133.65,137.1,15150953,2.3134
2026-06-11,CUPID,pocket_pivot,100.0,2026-06-08,-3,135.5,141.69,134.0,140.37,19784952,3.5941
2026-06-11,CUPID,pocket_pivot,100.0,2026-06-09,-2,141.34,146.0,141.2,145.86,22355705,3.198
2026-06-11,CUPID,pocket_pivot,100.0,2026-06-10,-1,147.0,151.0,146.72,150.59,23289241,2.4422
2026-06-11,ELECTHERM,pocket_pivot,100.0,2026-05-06,-25,787.4,815.95,787.4,801.25,8295,1.759
2026-06-11,ELECTHERM,pocket_pivot,100.0,2026-05-07,-24,805.1,820.0,782.9,787.75,9888,-2.155
2026-06-11,ELECTHERM,pocket_pivot,100.0,2026-05-08,-23,791.7,793.4,751.1,758.5,12865,-4.1935
2026-06-11,ELECTHERM,pocket_pivot,100.0,2026-05-11,-22,758.0,776.0,733.55,747.65,9350,-1.3654
2026-06-11,ELECTHERM,pocket_pivot,100.0,2026-05-12,-21,737.35,740.95,720.0,722.05,10253,-2.075
2026-06-11,ELECTHERM,pocket_pivot,100.0,2026-05-13,-20,731.35,768.0,704.05,743.8,14438,1.7023
2026-06-11,ELECTHERM,pocket_pivot,100.0,2026-05-14,-19,756.7,759.0,715.5,731.9,9225,-3.2774
2026-06-11,ELECTHERM,pocket_pivot,100.0,2026-05-15,-18,723.95,729.95,710.1,713.55,7349,-1.4366
2026-06-11,ELECTHERM,pocket_pivot,100.0,2026-05-18,-17,713.55,713.55,682.0,701.45,7335,-1.6957
2026-06-11,ELECTHERM,pocket_pivot,100.0,2026-05-19,-16,703.25,706.45,684.0,699.3,22220,-0.5617
2026-06-11,ELECTHERM,pocket_pivot,100.0,2026-05-20,-15,705.2,725.9,701.5,708.85,22376,0.5176
2026-06-11,ELECTHERM,pocket_pivot,100.0,2026-05-21,-14,680.1,850.6,680.1,850.6,161995,25.0698
2026-06-11,ELECTHERM,pocket_pivot,100.0,2026-05-22,-13,874.0,885.6,770.6,773.85,213378,-11.4588
2026-06-11,ELECTHERM,pocket_pivot,100.0,2026-05-25,-12,773.85,791.9,750.0,771.0,58887,-0.3683
2026-06-11,ELECTHERM,pocket_pivot,100.0,2026-05-26,-11,772.45,830.6,766.15,789.15,89925,2.162
2026-06-11,ELECTHERM,pocket_pivot,100.0,2026-05-27,-10,815.0,815.0,756.1,779.4,28822,-4.3681
2026-06-11,ELECTHERM,pocket_pivot,100.0,2026-05-29,-9,789.0,919.0,778.0,883.35,95305,11.9582
2026-06-11,ELECTHERM,pocket_pivot,100.0,2026-06-01,-8,852.0,1054.5,844.05,941.3,463662,10.4812
2026-06-11,ELECTHERM,pocket_pivot,100.0,2026-06-02,-7,931.1,1099.0,890.1,1028.3,713137,10.4393
2026-06-11,ELECTHERM,pocket_pivot,100.0,2026-06-03,-6,1025.0,1051.3,985.6,998.85,60219,-2.5512
2026-06-11,ELECTHERM,pocket_pivot,100.0,2026-06-04,-5,998.85,1030.0,982.45,999.4,31486,0.0551
2026-06-11,ELECTHERM,pocket_pivot,100.0,2026-06-05,-4,999.4,1010.95,961.0,970.6,13924,-2.8817
2026-06-11,ELECTHERM,pocket_pivot,100.0,2026-06-08,-3,979.3,979.3,846.45,886.45,24781,-9.4813
2026-06-11,ELECTHERM,pocket_pivot,100.0,2026-06-09,-2,874.05,1063.7,870.0,1018.85,258161,16.5666
2026-06-11,ELECTHERM,pocket_pivot,100.0,2026-06-10,-1,1015.0,1179.9,981.25,1146.8,1603382,12.9852
2026-06-11,GLAND,pocket_pivot,100.0,2026-05-06,-25,1798.2,1825.0,1781.8,1811.5,373991,0.7396
2026-06-11,GLAND,pocket_pivot,100.0,2026-05-07,-24,1811.9,1882.0,1811.9,1870.6,243204,3.2397
2026-06-11,GLAND,pocket_pivot,100.0,2026-05-08,-23,1870.9,1922.7,1866.2,1904.4,272307,1.7906
2026-06-11,GLAND,pocket_pivot,100.0,2026-05-11,-22,1910.2,1953.7,1878.7,1919.1,166729,0.4659
2026-06-11,GLAND,pocket_pivot,100.0,2026-05-12,-21,1920.0,1928.0,1860.7,1872.1,90163,-2.4948
2026-06-11,GLAND,pocket_pivot,100.0,2026-05-13,-20,1870.0,1872.1,1813.0,1844.2,100090,-1.3797
2026-06-11,GLAND,pocket_pivot,100.0,2026-05-14,-19,1844.2,1906.0,1822.2,1898.2,175119,2.9281
2026-06-11,GLAND,pocket_pivot,100.0,2026-05-15,-18,1910.1,1950.0,1853.6,1868.3,141659,-2.1884
2026-06-11,GLAND,pocket_pivot,100.0,2026-05-18,-17,2122.0,2207.0,2034.0,2156.6,7132093,1.6305
2026-06-11,GLAND,pocket_pivot,100.0,2026-05-19,-16,2148.0,2273.9,2138.5,2251.1,2357325,4.7998
2026-06-11,GLAND,pocket_pivot,100.0,2026-05-20,-15,2232.9,2295.1,2201.9,2221.8,1179862,-0.4971
2026-06-11,GLAND,pocket_pivot,100.0,2026-05-21,-14,2230.0,2370.0,2230.0,2331.0,1019484,4.5291
2026-06-11,GLAND,pocket_pivot,100.0,2026-05-22,-13,2353.5,2363.5,2307.2,2334.0,864270,-0.8286
2026-06-11,GLAND,pocket_pivot,100.0,2026-05-25,-12,2369.8,2396.0,2321.1,2333.8,506198,-1.5191
2026-06-11,GLAND,pocket_pivot,100.0,2026-05-26,-11,2339.7,2354.7,2252.1,2307.9,874160,-1.3591
2026-06-11,GLAND,pocket_pivot,100.0,2026-05-27,-10,2324.1,2354.7,2309.2,2313.0,224401,-0.4776
2026-06-11,GLAND,pocket_pivot,100.0,2026-05-29,-9,2315.0,2337.5,2230.0,2250.0,218609,-2.8078
2026-06-11,GLAND,pocket_pivot,100.0,2026-06-01,-8,2278.6,2356.5,2255.8,2292.4,585438,0.6056
2026-06-11,GLAND,pocket_pivot,100.0,2026-06-02,-7,2268.9,2337.5,2263.2,2277.0,482075,0.357
2026-06-11,GLAND,pocket_pivot,100.0,2026-06-03,-6,2277.0,2305.9,2222.0,2232.3,255715,-1.9631
2026-06-11,GLAND,pocket_pivot,100.0,2026-06-04,-5,2221.2,2276.7,2212.0,2219.5,204659,-0.0765
2026-06-11,GLAND,pocket_pivot,100.0,2026-06-05,-4,2232.8,2288.3,2196.0,2273.0,494431,1.8004
2026-06-11,GLAND,pocket_pivot,100.0,2026-06-08,-3,2269.1,2336.0,2237.0,2247.8,473778,-0.9387
2026-06-11,GLAND,pocket_pivot,100.0,2026-06-09,-2,2257.0,2314.9,2256.9,2288.5,521987,1.3957
2026-06-11,GLAND,pocket_pivot,100.0,2026-06-10,-1,2299.0,2341.5,2250.0,2267.8,320379,-1.3571
2026-06-11,INNOVACAP,pocket_pivot,100.0,2026-05-06,-25,875.8,900.0,865.15,872.75,119208,-0.3483
2026-06-11,INNOVACAP,pocket_pivot,100.0,2026-05-07,-24,884.0,884.0,853.15,863.65,69625,-2.302
2026-06-11,INNOVACAP,pocket_pivot,100.0,2026-05-08,-23,850.75,900.0,830.0,875.75,155822,2.9386
2026-06-11,INNOVACAP,pocket_pivot,100.0,2026-05-11,-22,875.75,888.5,852.0,855.25,59910,-2.3409
2026-06-11,INNOVACAP,pocket_pivot,100.0,2026-05-12,-21,870.0,886.7,833.05,871.85,70573,0.2126
2026-06-11,INNOVACAP,pocket_pivot,100.0,2026-05-13,-20,876.4,918.0,862.0,874.9,113985,-0.1712
2026-06-11,INNOVACAP,pocket_pivot,100.0,2026-05-14,-19,874.0,881.9,855.15,871.9,26394,-0.2403
2026-06-11,INNOVACAP,pocket_pivot,100.0,2026-05-15,-18,865.0,881.9,849.5,858.3,18015,-0.7746
2026-06-11,INNOVACAP,pocket_pivot,100.0,2026-05-18,-17,858.3,891.0,848.05,877.1,62077,2.1904
2026-06-11,INNOVACAP,pocket_pivot,100.0,2026-05-19,-16,885.0,905.95,869.0,873.3,46592,-1.322
2026-06-11,INNOVACAP,pocket_pivot,100.0,2026-05-20,-15,873.3,904.0,865.4,880.2,48892,0.7901
2026-06-11,INNOVACAP,pocket_pivot,100.0,2026-05-21,-14,894.7,894.7,867.0,872.25,33116,-2.5092
2026-06-11,INNOVACAP,pocket_pivot,100.0,2026-05-22,-13,868.5,891.5,841.2,848.3,33510,-2.3258
2026-06-11,INNOVACAP,pocket_pivot,100.0,2026-05-25,-12,844.15,882.0,834.0,855.05,85586,1.2912
2026-06-11,INNOVACAP,pocket_pivot,100.0,2026-05-26,-11,858.7,864.45,834.5,843.5,28614,-1.7701
2026-06-11,INNOVACAP,pocket_pivot,100.0,2026-05-27,-10,845.0,870.0,841.0,846.2,41644,0.142
2026-06-11,INNOVACAP,pocket_pivot,100.0,2026-05-29,-9,846.2,864.9,837.05,850.4,36595,0.4963
2026-06-11,INNOVACAP,pocket_pivot,100.0,2026-06-01,-8,855.0,880.0,851.35,860.8,33860,0.6784
2026-06-11,INNOVACAP,pocket_pivot,100.0,2026-06-02,-7,862.8,880.0,836.8,862.4,35650,-0.0464
2026-06-11,INNOVACAP,pocket_pivot,100.0,2026-06-03,-6,874.8,874.8,851.05,857.0,16106,-2.0348
2026-06-11,INNOVACAP,pocket_pivot,100.0,2026-06-04,-5,850.0,875.0,850.0,872.55,21379,2.6529
2026-06-11,INNOVACAP,pocket_pivot,100.0,2026-06-05,-4,861.55,889.0,857.05,867.5,24354,0.6906
2026-06-11,INNOVACAP,pocket_pivot,100.0,2026-06-08,-3,850.55,903.4,850.55,870.05,68329,2.2926
2026-06-11,INNOVACAP,pocket_pivot,100.0,2026-06-09,-2,883.1,918.2,874.6,914.7,71460,3.5783
2026-06-11,INNOVACAP,pocket_pivot,100.0,2026-06-10,-1,920.7,942.0,905.1,910.1,123555,-1.1513
2026-06-11,DIFFNKG,pocket_pivot,99.4,2026-05-06,-25,311.05,311.4,303.5,308.1,29794,-0.9484
2026-06-11,DIFFNKG,pocket_pivot,99.4,2026-05-07,-24,306.85,320.0,306.85,315.75,97453,2.9004
2026-06-11,DIFFNKG,pocket_pivot,99.4,2026-05-08,-23,315.75,320.95,309.15,316.45,88880,0.2217
2026-06-11,DIFFNKG,pocket_pivot,99.4,2026-05-11,-22,319.6,336.0,316.45,320.85,266527,0.3911
2026-06-11,DIFFNKG,pocket_pivot,99.4,2026-05-12,-21,320.85,323.85,300.0,303.85,248622,-5.2984
2026-06-11,DIFFNKG,pocket_pivot,99.4,2026-05-13,-20,305.5,309.45,302.0,304.2,48097,-0.4255
2026-06-11,DIFFNKG,pocket_pivot,99.4,2026-05-14,-19,307.75,309.25,296.8,304.65,54329,-1.0073
2026-06-11,DIFFNKG,pocket_pivot,99.4,2026-05-15,-18,308.0,318.0,298.05,305.55,116783,-0.7955
2026-06-11,DIFFNKG,pocket_pivot,99.4,2026-05-18,-17,310.4,323.4,302.1,314.65,282232,1.3692
2026-06-11,DIFFNKG,pocket_pivot,99.4,2026-05-19,-16,317.15,332.25,306.05,329.7,259633,3.9571
2026-06-11,DIFFNKG,pocket_pivot,99.4,2026-05-20,-15,329.75,336.7,325.0,330.55,142345,0.2426
2026-06-11,DIFFNKG,pocket_pivot,99.4,2026-05-21,-14,336.65,337.45,319.75,321.55,95080,-4.4854
2026-06-11,DIFFNKG,pocket_pivot,99.4,2026-05-22,-13,321.25,327.4,314.55,323.35,140120,0.6537
2026-06-11,DIFFNKG,pocket_pivot,99.4,2026-05-25,-12,325.0,334.0,320.0,323.35,70196,-0.5077
2026-06-11,DIFFNKG,pocket_pivot,99.4,2026-05-26,-11,321.2,330.55,321.2,324.1,73525,0.9029
2026-06-11,DIFFNKG,pocket_pivot,99.4,2026-05-27,-10,326.25,342.0,322.6,336.9,160632,3.2644
2026-06-11,DIFFNKG,pocket_pivot,99.4,2026-05-29,-9,339.75,344.95,326.3,328.75,141772,-3.2377
2026-06-11,DIFFNKG,pocket_pivot,99.4,2026-06-01,-8,328.0,332.4,320.15,323.7,138963,-1.311
2026-06-11,DIFFNKG,pocket_pivot,99.4,2026-06-02,-7,320.0,324.9,316.7,322.15,41289,0.6719
2026-06-11,DIFFNKG,pocket_pivot,99.4,2026-06-03,-6,322.15,331.8,312.15,328.0,93937,1.8159
2026-06-11,DIFFNKG,pocket_pivot,99.4,2026-06-04,-5,328.0,330.8,322.0,325.35,57802,-0.8079
2026-06-11,DIFFNKG,pocket_pivot,99.4,2026-06-05,-4,324.05,335.0,322.0,324.95,70396,0.2777
2026-06-11,DIFFNKG,pocket_pivot,99.4,2026-06-08,-3,320.0,337.95,319.55,326.25,106188,1.9531
2026-06-11,DIFFNKG,pocket_pivot,99.4,2026-06-09,-2,327.05,334.85,325.0,330.8,68947,1.1466
2026-06-11,DIFFNKG,pocket_pivot,99.4,2026-06-10,-1,338.0,359.6,337.0,346.5,898608,2.5148
2026-06-11,APARINDS,pocket_pivot,92.6,2026-05-06,-25,12900.0,12900.0,12340.0,12384.0,102133,-4.0
2026-06-11,APARINDS,pocket_pivot,92.6,2026-05-07,-24,12478.0,12862.0,12423.0,12801.0,151696,2.5886
2026-06-11,APARINDS,pocket_pivot,92.6,2026-05-08,-23,12850.0,12890.0,12723.0,12810.0,51050,-0.3113
2026-06-11,APARINDS,pocket_pivot,92.6,2026-05-11,-22,12801.0,12910.0,12628.0,12843.0,68820,0.3281
2026-06-11,APARINDS,pocket_pivot,92.6,2026-05-12,-21,12800.0,12998.0,12395.0,12459.0,87962,-2.6641
2026-06-11,APARINDS,pocket_pivot,92.6,2026-05-13,-20,12459.0,12795.0,12360.0,12424.0,59813,-0.2809
2026-06-11,APARINDS,pocket_pivot,92.6,2026-05-14,-19,12600.0,12799.0,12350.0,12735.0,77388,1.0714
2026-06-11,APARINDS,pocket_pivot,92.6,2026-05-15,-18,12730.0,13024.0,12505.0,12650.0,56782,-0.6284
2026-06-11,APARINDS,pocket_pivot,92.6,2026-05-18,-17,12571.0,12571.0,11911.0,12154.0,116704,-3.3172
2026-06-11,APARINDS,pocket_pivot,92.6,2026-05-19,-16,12220.0,12393.0,11864.0,12327.0,82373,0.8756
2026-06-11,APARINDS,pocket_pivot,92.6,2026-05-20,-15,12150.0,12748.0,12141.0,12676.0,77431,4.3292
2026-06-11,APARINDS,pocket_pivot,92.6,2026-05-21,-14,12726.0,12888.0,12591.0,12855.0,67277,1.0137
2026-06-11,APARINDS,pocket_pivot,92.6,2026-05-22,-13,12910.0,13149.0,12725.0,12782.0,67964,-0.9915
2026-06-11,APARINDS,pocket_pivot,92.6,2026-05-25,-12,12832.0,13079.0,12412.0,12480.0,93225,-2.7431
2026-06-11,APARINDS,pocket_pivot,92.6,2026-05-26,-11,12480.0,12780.0,12460.0,12536.0,73038,0.4487
2026-06-11,APARINDS,pocket_pivot,92.6,2026-05-27,-10,12548.0,13580.0,12545.0,13426.0,241856,6.9971
2026-06-11,APARINDS,pocket_pivot,92.6,2026-05-29,-9,13500.0,13500.0,12760.0,13118.0,338022,-2.8296
2026-06-11,APARINDS,pocket_pivot,92.6,2026-06-01,-8,13120.0,13299.0,12578.0,12801.0,129624,-2.4314
2026-06-11,APARINDS,pocket_pivot,92.6,2026-06-02,-7,12801.0,13325.0,12511.0,13270.0,128084,3.6638
2026-06-11,APARINDS,pocket_pivot,92.6,2026-06-03,-6,13270.0,14080.0,13270.0,13538.0,231576,2.0196
2026-06-11,APARINDS,pocket_pivot,92.6,2026-06-04,-5,13570.0,13825.0,13428.0,13709.0,159520,1.0243
2026-06-11,APARINDS,pocket_pivot,92.6,2026-06-05,-4,13825.0,14174.0,13655.0,13878.0,100710,0.3834
2026-06-11,APARINDS,pocket_pivot,92.6,2026-06-08,-3,13335.0,13655.0,13208.0,13276.0,100393,-0.4424
2026-06-11,APARINDS,pocket_pivot,92.6,2026-06-09,-2,13399.0,13799.0,13286.0,13609.0,80251,1.5673
2026-06-11,APARINDS,pocket_pivot,92.6,2026-06-10,-1,13743.0,14246.0,13552.0,14085.0,192063,2.4885
2026-06-11,ICICIBANK,pocket_pivot,91.6,2026-05-06,-25,1262.0,1282.8,1252.1,1279.5,22909586,1.3867
2026-06-11,ICICIBANK,pocket_pivot,91.6,2026-05-07,-24,1284.7,1294.0,1273.2,1279.0,25028552,-0.4437
2026-06-11,ICICIBANK,pocket_pivot,91.6,2026-05-08,-23,1279.6,1279.6,1261.2,1264.8,11137424,-1.1566
2026-06-11,ICICIBANK,pocket_pivot,91.6,2026-05-11,-22,1259.4,1275.7,1252.0,1266.4,18980488,0.5558
2026-06-11,ICICIBANK,pocket_pivot,91.6,2026-05-12,-21,1256.0,1259.9,1236.3,1240.3,21110708,-1.25
2026-06-11,ICICIBANK,pocket_pivot,91.6,2026-05-13,-20,1238.3,1249.2,1227.2,1235.6,19490295,-0.218
2026-06-11,ICICIBANK,pocket_pivot,91.6,2026-05-14,-19,1239.1,1256.7,1236.0,1246.0,16535600,0.5569
2026-06-11,ICICIBANK,pocket_pivot,91.6,2026-05-15,-18,1246.6,1258.0,1242.0,1244.5,11745614,-0.1685
2026-06-11,ICICIBANK,pocket_pivot,91.6,2026-05-18,-17,1235.5,1253.7,1232.0,1251.1,13918850,1.2626
2026-06-11,ICICIBANK,pocket_pivot,91.6,2026-05-19,-16,1251.1,1256.3,1229.8,1240.8,38929053,-0.8233
2026-06-11,ICICIBANK,pocket_pivot,91.6,2026-05-20,-15,1230.0,1239.7,1223.3,1237.3,14953103,0.5935
2026-06-11,ICICIBANK,pocket_pivot,91.6,2026-05-21,-14,1245.3,1248.3,1234.4,1242.8,14394386,-0.2008
2026-06-11,ICICIBANK,pocket_pivot,91.6,2026-05-22,-13,1242.0,1270.8,1242.0,1264.3,11601085,1.7955
2026-06-11,ICICIBANK,pocket_pivot,91.6,2026-05-25,-12,1271.0,1293.5,1270.9,1291.8,13853923,1.6365
2026-06-11,ICICIBANK,pocket_pivot,91.6,2026-05-26,-11,1290.0,1301.8,1276.2,1279.1,18400405,-0.845
2026-06-11,ICICIBANK,pocket_pivot,91.6,2026-05-27,-10,1286.0,1293.4,1266.7,1272.7,18366272,-1.0342
2026-06-11,ICICIBANK,pocket_pivot,91.6,2026-05-29,-9,1275.1,1287.8,1247.9,1256.4,31007884,-1.4666
2026-06-11,ICICIBANK,pocket_pivot,91.6,2026-06-01,-8,1257.1,1261.9,1235.9,1239.7,9911975,-1.3841
2026-06-11,ICICIBANK,pocket_pivot,91.6,2026-06-02,-7,1233.0,1237.7,1220.7,1226.6,17920892,-0.5191
2026-06-11,ICICIBANK,pocket_pivot,91.6,2026-06-03,-6,1219.9,1248.3,1213.7,1242.0,13934754,1.8116
2026-06-11,ICICIBANK,pocket_pivot,91.6,2026-06-04,-5,1232.2,1262.3,1232.2,1251.7,19461560,1.5825
2026-06-11,ICICIBANK,pocket_pivot,91.6,2026-06-05,-4,1257.0,1265.0,1250.0,1262.1,10166393,0.4057
2026-06-11,ICICIBANK,pocket_pivot,91.6,2026-06-08,-3,1246.4,1254.0,1243.1,1250.2,10714196,0.3049
2026-06-11,ICICIBANK,pocket_pivot,91.6,2026-06-09,-2,1255.0,1279.9,1252.7,1275.0,22368579,1.5936
2026-06-11,ICICIBANK,pocket_pivot,91.6,2026-06-10,-1,1271.3,1306.0,1271.3,1293.3,25951584,1.7305
2026-06-11,VINCOFE,pocket_pivot,90.0,2026-05-06,-25,135.58,139.9,135.41,139.09,1293042,2.5889
2026-06-11,VINCOFE,pocket_pivot,90.0,2026-05-07,-24,139.09,141.69,138.13,139.65,1209571,0.4026
2026-06-11,VINCOFE,pocket_pivot,90.0,2026-05-08,-23,139.0,140.69,133.3,134.78,1754860,-3.036
2026-06-11,VINCOFE,pocket_pivot,90.0,2026-05-11,-22,134.4,134.78,132.0,133.63,1022704,-0.5729
2026-06-11,VINCOFE,pocket_pivot,90.0,2026-05-12,-21,132.3,134.99,128.0,128.53,1096580,-2.8496
2026-06-11,VINCOFE,pocket_pivot,90.0,2026-05-13,-20,127.4,131.19,126.52,129.94,924554,1.9937
2026-06-11,VINCOFE,pocket_pivot,90.0,2026-05-14,-19,131.4,131.57,127.02,130.82,975975,-0.4414
2026-06-11,VINCOFE,pocket_pivot,90.0,2026-05-15,-18,131.0,131.26,127.46,127.85,786359,-2.4046
2026-06-11,VINCOFE,pocket_pivot,90.0,2026-05-18,-17,127.12,127.89,122.93,126.03,1192049,-0.8575
2026-06-11,VINCOFE,pocket_pivot,90.0,2026-05-19,-16,126.03,136.35,125.44,130.87,1611790,3.8404
2026-06-11,VINCOFE,pocket_pivot,90.0,2026-05-20,-15,130.01,135.9,128.8,134.06,1129459,3.1151
2026-06-11,VINCOFE,pocket_pivot,90.0,2026-05-21,-14,134.97,140.0,131.35,132.34,3510864,-1.9486
2026-06-11,VINCOFE,pocket_pivot,90.0,2026-05-22,-13,133.9,133.9,129.22,129.66,1617596,-3.1665
2026-06-11,VINCOFE,pocket_pivot,90.0,2026-05-25,-12,131.85,140.9,130.27,139.36,2369539,5.6959
2026-06-11,VINCOFE,pocket_pivot,90.0,2026-05-26,-11,140.38,152.95,138.34,149.76,5275560,6.6819
2026-06-11,VINCOFE,pocket_pivot,90.0,2026-05-27,-10,153.5,156.24,151.03,154.05,2002864,0.3583
2026-06-11,VINCOFE,pocket_pivot,90.0,2026-05-29,-9,154.01,154.04,144.0,144.88,1568169,-5.9282
2026-06-11,VINCOFE,pocket_pivot,90.0,2026-06-01,-8,144.88,151.0,143.2,143.78,1491329,-0.7592
2026-06-11,VINCOFE,pocket_pivot,90.0,2026-06-02,-7,143.0,148.5,141.25,147.11,1140349,2.8741
2026-06-11,VINCOFE,pocket_pivot,90.0,2026-06-03,-6,146.7,149.9,144.25,148.81,1168791,1.4383
2026-06-11,VINCOFE,pocket_pivot,90.0,2026-06-04,-5,147.45,151.8,146.5,150.33,1113678,1.9532
2026-06-11,VINCOFE,pocket_pivot,90.0,2026-06-05,-4,151.1,153.5,148.8,149.07,1110416,-1.3435
2026-06-11,VINCOFE,pocket_pivot,90.0,2026-06-08,-3,145.9,152.4,145.9,150.02,1133422,2.8239
2026-06-11,VINCOFE,pocket_pivot,90.0,2026-06-09,-2,150.39,157.5,150.39,152.79,1721233,1.5959
2026-06-11,VINCOFE,pocket_pivot,90.0,2026-06-10,-1,153.72,160.8,153.21,156.22,2444036,1.6263
2026-06-11,JBCHEPHARM,vcp,87.1,2026-05-06,-25,2106.8,2171.0,2100.0,2141.5,422003,1.647
2026-06-11,JBCHEPHARM,vcp,87.1,2026-05-07,-24,2114.1,2167.0,2108.0,2143.2,233228,1.3765
2026-06-11,JBCHEPHARM,vcp,87.1,2026-05-08,-23,2143.3,2164.0,2134.9,2149.8,135870,0.3033
2026-06-11,JBCHEPHARM,vcp,87.1,2026-05-11,-22,2133.5,2224.9,2111.7,2209.2,584031,3.5482
2026-06-11,JBCHEPHARM,vcp,87.1,2026-05-12,-21,2152.0,2189.4,2125.0,2135.3,753580,-0.776
2026-06-11,JBCHEPHARM,vcp,87.1,2026-05-13,-20,2122.1,2149.7,2080.5,2094.3,375198,-1.31
2026-06-11,JBCHEPHARM,vcp,87.1,2026-05-14,-19,2107.9,2148.0,2095.1,2137.8,231504,1.4185
2026-06-11,JBCHEPHARM,vcp,87.1,2026-05-15,-18,2153.4,2160.1,2124.4,2140.4,235620,-0.6037
2026-06-11,JBCHEPHARM,vcp,87.1,2026-05-18,-17,2124.6,2142.9,2087.1,2125.3,242131,0.0329
2026-06-11,JBCHEPHARM,vcp,87.1,2026-05-19,-16,2125.3,2187.4,2106.1,2171.6,196385,2.1785
