signal_date,ticker,pattern_type,score,entry_close,date,day_offset,open,high,low,close,volume,return_from_entry_pct,daily_return_pct
2026-06-01,GHCLTEXTIL,pocket_pivot,100.0,99.45,2026-06-22,15,96.9,96.9,94.01,95.0,276167,-4.4746,-0.3462
2026-06-01,GHCLTEXTIL,pocket_pivot,100.0,99.45,2026-06-23,16,95.0,96.72,92.85,93.22,293464,-6.2645,-1.8737
2026-06-01,GHCLTEXTIL,pocket_pivot,100.0,99.45,2026-06-24,17,93.74,97.92,93.01,96.24,1210558,-3.2278,3.2396
2026-06-01,GHCLTEXTIL,pocket_pivot,100.0,99.45,2026-06-25,18,97.82,97.83,92.1,92.59,393972,-6.8979,-3.7926
2026-06-01,GHCLTEXTIL,pocket_pivot,100.0,99.45,2026-06-29,19,93.5,95.9,93.1,94.91,488730,-4.5651,2.5057
2026-06-01,GHCLTEXTIL,pocket_pivot,100.0,99.45,2026-06-30,20,94.88,101.8,94.88,99.63,1214997,0.181,4.9731
2026-06-01,GHCLTEXTIL,pocket_pivot,100.0,99.45,2026-07-01,21,98.61,100.86,96.42,97.13,379271,-2.3328,-2.5093
2026-06-01,GHCLTEXTIL,pocket_pivot,100.0,99.45,2026-07-02,22,96.5,104.5,96.5,104.06,1408179,4.6355,7.1348
2026-06-01,GHCLTEXTIL,pocket_pivot,100.0,99.45,2026-07-03,23,104.79,107.2,104.15,106.75,1670514,7.3404,2.585
2026-06-01,GHCLTEXTIL,pocket_pivot,100.0,99.45,2026-07-06,24,106.75,111.74,105.28,110.57,1561138,11.1815,3.5785
2026-06-01,GHCLTEXTIL,pocket_pivot,100.0,99.45,2026-07-07,25,110.0,113.0,107.65,110.72,974275,11.3323,0.1357
2026-06-01,GHCLTEXTIL,pocket_pivot,100.0,99.45,2026-07-08,26,109.2,113.19,104.0,105.34,852430,5.9226,-4.8591
2026-06-01,GHCLTEXTIL,pocket_pivot,100.0,99.45,2026-07-09,27,105.99,109.79,105.56,107.71,505493,8.3057,2.2499
2026-06-01,GHCLTEXTIL,pocket_pivot,100.0,99.45,2026-07-10,28,109.0,110.2,107.14,109.35,460041,9.9548,1.5226
2026-06-01,INDSWFTLAB,pocket_pivot,100.0,164.19,2026-06-01,0,154.0,173.25,153.13,164.19,6279556,0.0,6.6169
2026-06-01,INDSWFTLAB,pocket_pivot,100.0,164.19,2026-06-02,1,165.0,167.74,160.8,162.1,1573479,-1.2729,-1.2729
2026-06-01,INDSWFTLAB,pocket_pivot,100.0,164.19,2026-06-03,2,163.4,163.4,155.0,157.11,862853,-4.3121,-3.0783
2026-06-01,INDSWFTLAB,pocket_pivot,100.0,164.19,2026-06-04,3,155.48,159.74,152.8,156.69,1021074,-4.5679,-0.2673
2026-06-01,INDSWFTLAB,pocket_pivot,100.0,164.19,2026-06-05,4,158.9,163.5,156.2,158.0,1275663,-3.77,0.836
2026-06-01,INDSWFTLAB,pocket_pivot,100.0,164.19,2026-06-08,5,155.11,162.36,154.2,156.74,848615,-4.5374,-0.7975
2026-06-01,INDSWFTLAB,pocket_pivot,100.0,164.19,2026-06-09,6,157.03,165.9,156.71,161.87,1700677,-1.413,3.2729
2026-06-01,INDSWFTLAB,pocket_pivot,100.0,164.19,2026-06-10,7,163.4,169.9,162.5,162.86,1351221,-0.81,0.6116
2026-06-01,INDSWFTLAB,pocket_pivot,100.0,164.19,2026-06-11,8,162.28,164.8,158.0,158.63,566933,-3.3863,-2.5973
2026-06-01,INDSWFTLAB,pocket_pivot,100.0,164.19,2026-06-12,9,161.8,164.0,159.21,163.03,372371,-0.7065,2.7738
2026-06-01,INDSWFTLAB,pocket_pivot,100.0,164.19,2026-06-15,10,166.0,166.6,158.99,161.84,569802,-1.4313,-0.7299
2026-06-01,INDSWFTLAB,pocket_pivot,100.0,164.19,2026-06-16,11,163.75,168.0,158.01,162.64,994821,-0.944,0.4943
2026-06-01,INDSWFTLAB,pocket_pivot,100.0,164.19,2026-06-17,12,163.7,165.0,160.56,162.48,472194,-1.0415,-0.0984
2026-06-01,INDSWFTLAB,pocket_pivot,100.0,164.19,2026-06-18,13,162.1,170.95,162.0,168.68,1521339,2.7346,3.8159
2026-06-01,INDSWFTLAB,pocket_pivot,100.0,164.19,2026-06-19,14,172.0,190.5,169.5,187.38,4532691,14.1239,11.0861
2026-06-01,INDSWFTLAB,pocket_pivot,100.0,164.19,2026-06-22,15,189.25,196.74,187.87,188.88,2421801,15.0375,0.8005
2026-06-01,INDSWFTLAB,pocket_pivot,100.0,164.19,2026-06-23,16,189.8,201.5,189.31,193.34,2798316,17.7538,2.3613
2026-06-01,INDSWFTLAB,pocket_pivot,100.0,164.19,2026-06-24,17,192.93,200.5,192.78,193.83,1328781,18.0523,0.2534
2026-06-01,INDSWFTLAB,pocket_pivot,100.0,164.19,2026-06-25,18,195.93,204.9,195.1,200.9,2149139,22.3582,3.6475
2026-06-01,INDSWFTLAB,pocket_pivot,100.0,164.19,2026-06-29,19,201.0,211.0,201.0,205.27,1889912,25.0198,2.1752
2026-06-01,INDSWFTLAB,pocket_pivot,100.0,164.19,2026-06-30,20,206.0,208.25,201.21,203.53,684200,23.96,-0.8477
2026-06-01,INDSWFTLAB,pocket_pivot,100.0,164.19,2026-07-01,21,203.95,204.3,197.1,200.73,701538,22.2547,-1.3757
2026-06-01,INDSWFTLAB,pocket_pivot,100.0,164.19,2026-07-02,22,201.97,207.5,198.06,206.22,526610,25.5984,2.735
2026-06-01,INDSWFTLAB,pocket_pivot,100.0,164.19,2026-07-03,23,206.91,216.83,206.86,214.16,1601632,30.4343,3.8503
2026-06-01,INDSWFTLAB,pocket_pivot,100.0,164.19,2026-07-06,24,215.1,225.99,215.1,221.74,1399221,35.0509,3.5394
2026-06-01,INDSWFTLAB,pocket_pivot,100.0,164.19,2026-07-07,25,222.7,224.9,212.85,215.15,802407,31.0372,-2.9719
2026-06-01,INDSWFTLAB,pocket_pivot,100.0,164.19,2026-07-08,26,216.89,238.0,215.21,225.47,4930370,37.3226,4.7967
2026-06-01,INDSWFTLAB,pocket_pivot,100.0,164.19,2026-07-09,27,225.43,237.5,222.54,235.58,1376033,43.4801,4.484
2026-06-01,INDSWFTLAB,pocket_pivot,100.0,164.19,2026-07-10,28,237.9,248.0,230.41,246.44,1899514,50.0944,4.6099
2026-06-01,KERNEX,pocket_pivot,100.0,1836.7,2026-06-01,0,1714.7,1864.0,1682.0,1836.7,1770233,0.0,7.1149
2026-06-01,KERNEX,pocket_pivot,100.0,1836.7,2026-06-02,1,1828.1,1918.4,1768.6,1804.7,1151405,-1.7423,-1.7423
2026-06-01,KERNEX,pocket_pivot,100.0,1836.7,2026-06-03,2,1827.0,1893.7,1745.0,1877.9,535959,2.2432,4.0561
2026-06-01,KERNEX,pocket_pivot,100.0,1836.7,2026-06-04,3,1890.0,1915.0,1850.0,1890.1,257159,2.9074,0.6497
2026-06-01,KERNEX,pocket_pivot,100.0,1836.7,2026-06-05,4,1890.1,1909.9,1805.0,1836.1,214449,-0.0327,-2.857
2026-06-01,KERNEX,pocket_pivot,100.0,1836.7,2026-06-08,5,1815.0,1944.0,1805.1,1887.0,454339,2.7386,2.7722
2026-06-01,KERNEX,pocket_pivot,100.0,1836.7,2026-06-09,6,1900.0,1939.5,1851.9,1889.9,178702,2.8965,0.1537
2026-06-01,KERNEX,pocket_pivot,100.0,1836.7,2026-06-10,7,1901.2,1980.0,1860.0,1924.9,377193,4.8021,1.8519
2026-06-01,KERNEX,pocket_pivot,100.0,1836.7,2026-06-11,8,1913.7,1987.0,1876.2,1893.7,337363,3.1034,-1.6209
2026-06-01,KERNEX,pocket_pivot,100.0,1836.7,2026-06-12,9,1933.4,2000.0,1920.6,1993.3,310640,8.5262,5.2595
2026-06-01,KERNEX,pocket_pivot,100.0,1836.7,2026-06-15,10,1993.3,2058.0,1944.1,2037.2,307957,10.9163,2.2024
2026-06-01,KERNEX,pocket_pivot,100.0,1836.7,2026-06-16,11,2043.4,2074.1,2015.0,2055.0,178781,11.8854,0.8737
2026-06-01,KERNEX,pocket_pivot,100.0,1836.7,2026-06-17,12,2060.0,2124.0,2050.0,2103.5,340990,14.5261,2.3601
2026-06-01,KERNEX,pocket_pivot,100.0,1836.7,2026-06-18,13,2116.0,2145.0,2061.2,2077.7,182145,13.1214,-1.2265
2026-06-01,KERNEX,pocket_pivot,100.0,1836.7,2026-06-19,14,2073.6,2108.0,1985.6,1999.5,262760,8.8637,-3.7638
2026-06-01,KERNEX,pocket_pivot,100.0,1836.7,2026-06-22,15,2003.5,2013.5,1890.0,1969.2,230016,7.214,-1.5154
2026-06-01,KERNEX,pocket_pivot,100.0,1836.7,2026-06-23,16,1965.0,1980.0,1922.2,1960.7,115986,6.7512,-0.4316
2026-06-01,KERNEX,pocket_pivot,100.0,1836.7,2026-06-24,17,1965.0,2070.0,1960.7,2036.0,318164,10.851,3.8405
2026-06-01,KERNEX,pocket_pivot,100.0,1836.7,2026-06-25,18,2056.0,2067.2,2015.0,2035.7,135637,10.8346,-0.0147
2026-06-01,KERNEX,pocket_pivot,100.0,1836.7,2026-06-29,19,2039.7,2070.0,1992.1,2056.2,111847,11.9508,1.007
2026-06-01,KERNEX,pocket_pivot,100.0,1836.7,2026-06-30,20,2078.4,2194.0,2070.1,2159.9,241328,17.5968,5.0433
2026-06-01,KERNEX,pocket_pivot,100.0,1836.7,2026-07-01,21,2180.7,2328.9,2171.7,2293.6,408549,24.8761,6.1901
2026-06-01,KERNEX,pocket_pivot,100.0,1836.7,2026-07-02,22,2312.0,2399.9,2235.7,2389.1,383681,30.0757,4.1638
2026-06-01,KERNEX,pocket_pivot,100.0,1836.7,2026-07-03,23,2398.7,2427.3,2354.0,2378.8,272030,29.5149,-0.4311
2026-06-01,KERNEX,pocket_pivot,100.0,1836.7,2026-07-06,24,2378.8,2445.0,2375.0,2403.0,150082,30.8325,1.0173
2026-06-01,KERNEX,pocket_pivot,100.0,1836.7,2026-07-07,25,2411.0,2414.5,2170.0,2190.2,370810,19.2465,-8.8556
2026-06-01,KERNEX,pocket_pivot,100.0,1836.7,2026-07-08,26,2170.0,2245.9,1987.0,2038.6,423460,10.9925,-6.9217
2026-06-01,KERNEX,pocket_pivot,100.0,1836.7,2026-07-09,27,2064.5,2193.6,2064.4,2124.0,225402,15.6422,4.1891
2026-06-01,KERNEX,pocket_pivot,100.0,1836.7,2026-07-10,28,2148.8,2185.7,2101.0,2157.5,161812,17.4661,1.5772
2026-06-01,LUMAXTECH,pocket_pivot,100.0,1761.2,2026-06-01,0,1750.0,1803.0,1669.2,1761.2,675840,0.0,0.64
2026-06-01,LUMAXTECH,pocket_pivot,100.0,1761.2,2026-06-02,1,1740.0,1755.0,1675.0,1746.8,273298,-0.8176,-0.8176
2026-06-01,LUMAXTECH,pocket_pivot,100.0,1761.2,2026-06-03,2,1746.8,1782.4,1691.3,1771.9,193931,0.6075,1.4369
2026-06-01,LUMAXTECH,pocket_pivot,100.0,1761.2,2026-06-04,3,1779.9,1779.9,1687.3,1691.9,244778,-3.9348,-4.5149
2026-06-01,LUMAXTECH,pocket_pivot,100.0,1761.2,2026-06-05,4,1711.1,1711.1,1638.1,1664.4,209930,-5.4963,-1.6254
2026-06-01,LUMAXTECH,pocket_pivot,100.0,1761.2,2026-06-08,5,1626.0,1652.1,1608.0,1609.0,106626,-8.6418,-3.3285
2026-06-01,LUMAXTECH,pocket_pivot,100.0,1761.2,2026-06-09,6,1609.0,1660.0,1591.4,1643.4,145541,-6.6886,2.138
2026-06-01,LUMAXTECH,pocket_pivot,100.0,1761.2,2026-06-10,7,1645.0,1657.0,1605.7,1612.8,86418,-8.4261,-1.862
2026-06-01,LUMAXTECH,pocket_pivot,100.0,1761.2,2026-06-11,8,1606.8,1614.0,1578.0,1603.5,91928,-8.9541,-0.5766
2026-06-01,LUMAXTECH,pocket_pivot,100.0,1761.2,2026-06-12,9,1636.0,1679.0,1614.2,1634.0,113803,-7.2223,1.9021
2026-06-01,LUMAXTECH,pocket_pivot,100.0,1761.2,2026-06-15,10,1625.0,1714.0,1614.2,1679.9,165436,-4.6162,2.8091
2026-06-01,LUMAXTECH,pocket_pivot,100.0,1761.2,2026-06-16,11,1680.2,1689.9,1604.1,1615.1,183968,-8.2955,-3.8574
2026-06-01,LUMAXTECH,pocket_pivot,100.0,1761.2,2026-06-17,12,1632.7,1661.4,1615.2,1652.5,127549,-6.1719,2.3156
2026-06-01,LUMAXTECH,pocket_pivot,100.0,1761.2,2026-06-18,13,1669.0,1685.0,1641.1,1672.4,101230,-5.042,1.2042
2026-06-01,LUMAXTECH,pocket_pivot,100.0,1761.2,2026-06-19,14,1670.0,1672.0,1636.0,1646.4,70642,-6.5183,-1.5547
2026-06-01,LUMAXTECH,pocket_pivot,100.0,1761.2,2026-06-22,15,1645.0,1669.5,1631.0,1652.8,89106,-6.1549,0.3887
2026-06-01,LUMAXTECH,pocket_pivot,100.0,1761.2,2026-06-23,16,1652.8,1653.7,1590.1,1595.0,175266,-9.4367,-3.4971
2026-06-01,LUMAXTECH,pocket_pivot,100.0,1761.2,2026-06-24,17,1597.1,1597.4,1497.0,1504.6,339191,-14.5696,-5.6677
2026-06-01,LUMAXTECH,pocket_pivot,100.0,1761.2,2026-06-25,18,1518.7,1574.0,1506.5,1548.9,349016,-12.0543,2.9443
2026-06-01,LUMAXTECH,pocket_pivot,100.0,1761.2,2026-06-29,19,1545.0,1545.3,1497.3,1503.2,129314,-14.6491,-2.9505
2026-06-01,LUMAXTECH,pocket_pivot,100.0,1761.2,2026-06-30,20,1508.7,1557.8,1507.4,1533.6,147520,-12.923,2.0224
2026-06-01,LUMAXTECH,pocket_pivot,100.0,1761.2,2026-07-01,21,1537.0,1575.6,1522.5,1526.2,105139,-13.3432,-0.4825
2026-06-01,LUMAXTECH,pocket_pivot,100.0,1761.2,2026-07-02,22,1533.7,1540.0,1502.4,1522.8,175536,-13.5362,-0.2228
2026-06-01,LUMAXTECH,pocket_pivot,100.0,1761.2,2026-07-03,23,1523.1,1540.0,1512.0,1524.5,63627,-13.4397,0.1116
2026-06-01,LUMAXTECH,pocket_pivot,100.0,1761.2,2026-07-06,24,1518.6,1534.0,1509.6,1516.3,69339,-13.9053,-0.5379
2026-06-01,LUMAXTECH,pocket_pivot,100.0,1761.2,2026-07-07,25,1517.9,1530.7,1480.0,1492.0,91752,-15.285,-1.6026
2026-06-01,LUMAXTECH,pocket_pivot,100.0,1761.2,2026-07-08,26,1494.9,1512.8,1428.2,1448.2,178980,-17.772,-2.9357
2026-06-01,LUMAXTECH,pocket_pivot,100.0,1761.2,2026-07-09,27,1455.8,1503.4,1451.1,1495.4,99019,-15.092,3.2592
2026-06-01,LUMAXTECH,pocket_pivot,100.0,1761.2,2026-07-10,28,1508.1,1508.1,1485.0,1491.0,80635,-15.3418,-0.2942
2026-06-01,NSLNISP,pocket_pivot,100.0,50.5,2026-06-01,0,48.3,52.62,47.42,50.5,125427476,0.0,4.5549
2026-06-01,NSLNISP,pocket_pivot,100.0,50.5,2026-06-02,1,50.7,53.75,50.32,52.55,57381090,4.0594,4.0594
2026-06-01,NSLNISP,pocket_pivot,100.0,50.5,2026-06-03,2,51.73,53.25,50.76,52.45,21011794,3.8614,-0.1903
2026-06-01,NSLNISP,pocket_pivot,100.0,50.5,2026-06-04,3,52.0,52.71,50.5,50.72,9943384,0.4356,-3.2984
2026-06-01,NSLNISP,pocket_pivot,100.0,50.5,2026-06-05,4,50.7,51.65,49.65,49.96,10292290,-1.0693,-1.4984
2026-06-01,NSLNISP,pocket_pivot,100.0,50.5,2026-06-08,5,49.25,49.49,48.1,48.31,6725352,-4.3366,-3.3026
2026-06-01,NSLNISP,pocket_pivot,100.0,50.5,2026-06-09,6,48.75,49.79,48.25,49.32,7588141,-2.3366,2.0907
2026-06-01,NSLNISP,pocket_pivot,100.0,50.5,2026-06-10,7,49.2,49.53,47.1,47.36,7344449,-6.2178,-3.974
2026-06-01,NSLNISP,pocket_pivot,100.0,50.5,2026-06-11,8,46.9,47.35,45.25,45.51,8324325,-9.8812,-3.9063
2026-06-01,NSLNISP,pocket_pivot,100.0,50.5,2026-06-12,9,46.65,47.4,46.15,47.24,6386466,-6.4554,3.8014
2026-06-01,NSLNISP,pocket_pivot,100.0,50.5,2026-06-15,10,48.2,49.23,47.55,47.85,5474672,-5.2475,1.2913
2026-06-01,NSLNISP,pocket_pivot,100.0,50.5,2026-06-16,11,47.88,48.14,46.89,47.64,2994127,-5.6634,-0.4389
2026-06-01,NSLNISP,pocket_pivot,100.0,50.5,2026-06-17,12,47.65,48.55,47.21,47.59,3595792,-5.7624,-0.105
2026-06-01,NSLNISP,pocket_pivot,100.0,50.5,2026-06-18,13,47.79,47.96,46.9,47.11,2985365,-6.7129,-1.0086
2026-06-01,NSLNISP,pocket_pivot,100.0,50.5,2026-06-19,14,46.99,47.23,46.25,46.88,5563304,-7.1683,-0.4882
2026-06-01,NSLNISP,pocket_pivot,100.0,50.5,2026-06-22,15,46.94,47.35,46.3,46.38,3100837,-8.1584,-1.0666
2026-06-01,NSLNISP,pocket_pivot,100.0,50.5,2026-06-23,16,46.75,46.75,44.55,44.73,4802429,-11.4257,-3.5576
2026-06-01,NSLNISP,pocket_pivot,100.0,50.5,2026-06-24,17,44.73,44.86,44.06,44.65,3056983,-11.5842,-0.1789
2026-06-01,NSLNISP,pocket_pivot,100.0,50.5,2026-06-25,18,44.4,44.6,43.55,43.68,4178210,-13.505,-2.1725
2026-06-01,NSLNISP,pocket_pivot,100.0,50.5,2026-06-29,19,43.68,44.0,42.86,43.12,4325832,-14.6139,-1.2821
2026-06-01,NSLNISP,pocket_pivot,100.0,50.5,2026-06-30,20,43.2,43.5,42.5,42.85,3733032,-15.1485,-0.6262
2026-06-01,NSLNISP,pocket_pivot,100.0,50.5,2026-07-01,21,43.3,43.6,42.66,43.25,2985034,-14.3564,0.9335
2026-06-01,NSLNISP,pocket_pivot,100.0,50.5,2026-07-02,22,43.3,44.4,43.29,43.93,3466643,-13.0099,1.5723
2026-06-01,NSLNISP,pocket_pivot,100.0,50.5,2026-07-03,23,44.48,45.14,44.18,44.46,5538020,-11.9604,1.2065
2026-06-01,NSLNISP,pocket_pivot,100.0,50.5,2026-07-06,24,44.48,44.5,43.66,43.99,2447785,-12.8911,-1.0571
2026-06-01,NSLNISP,pocket_pivot,100.0,50.5,2026-07-07,25,44.0,44.0,43.1,43.26,1810979,-14.3366,-1.6595
2026-06-01,NSLNISP,pocket_pivot,100.0,50.5,2026-07-08,26,43.26,43.45,42.21,42.6,4759030,-15.6436,-1.5257
2026-06-01,NSLNISP,pocket_pivot,100.0,50.5,2026-07-09,27,42.5,43.1,42.36,42.75,1950119,-15.3465,0.3521
2026-06-01,NSLNISP,pocket_pivot,100.0,50.5,2026-07-10,28,43.2,43.99,43.06,43.32,2161325,-14.2178,1.3333
2026-06-01,PTCIL,pocket_pivot,100.0,18489.0,2026-06-01,0,17124.0,19169.0,17124.0,18489.0,275968,0.0,7.9713
2026-06-01,PTCIL,pocket_pivot,100.0,18489.0,2026-06-02,1,18596.0,19450.0,18300.0,19380.0,148647,4.8191,4.8191
2026-06-01,PTCIL,pocket_pivot,100.0,18489.0,2026-06-03,2,19379.0,19851.0,18700.0,18919.0,56063,2.3257,-2.3787
2026-06-01,PTCIL,pocket_pivot,100.0,18489.0,2026-06-04,3,18890.0,19190.0,18620.0,18688.0,24471,1.0763,-1.221
2026-06-01,PTCIL,pocket_pivot,100.0,18489.0,2026-06-05,4,18765.0,19360.0,18387.0,18523.0,37505,0.1839,-0.8829
2026-06-01,PTCIL,pocket_pivot,100.0,18489.0,2026-06-08,5,18500.0,18604.0,18166.0,18272.0,11616,-1.1737,-1.3551
2026-06-01,PTCIL,pocket_pivot,100.0,18489.0,2026-06-09,6,18385.0,19178.0,18310.0,18692.0,25415,1.098,2.2986
2026-06-01,PTCIL,pocket_pivot,100.0,18489.0,2026-06-10,7,18692.0,18897.0,18455.0,18571.0,11801,0.4435,-0.6473
2026-06-01,PTCIL,pocket_pivot,100.0,18489.0,2026-06-11,8,18500.0,18598.0,18128.0,18180.0,9468,-1.6713,-2.1054
2026-06-01,PTCIL,pocket_pivot,100.0,18489.0,2026-06-12,9,18368.0,18673.0,18300.0,18602.0,10057,0.6112,2.3212
2026-06-01,PTCIL,pocket_pivot,100.0,18489.0,2026-06-15,10,18955.0,19345.0,18600.0,18656.0,16148,0.9032,0.2903
2026-06-01,PTCIL,pocket_pivot,100.0,18489.0,2026-06-16,11,18656.0,18997.0,17625.0,17809.0,42309,-3.6779,-4.5401
2026-06-01,PTCIL,pocket_pivot,100.0,18489.0,2026-06-17,12,17809.0,18044.0,17717.0,17771.0,23969,-3.8834,-0.2134
2026-06-01,PTCIL,pocket_pivot,100.0,18489.0,2026-06-18,13,17751.0,17863.0,17370.0,17420.0,14788,-5.7818,-1.9751
2026-06-01,PTCIL,pocket_pivot,100.0,18489.0,2026-06-19,14,17420.0,18650.0,17400.0,18333.0,46305,-0.8437,5.2411
2026-06-01,PTCIL,pocket_pivot,100.0,18489.0,2026-06-22,15,18447.0,18621.0,17829.0,17912.0,25313,-3.1208,-2.2964
2026-06-01,PTCIL,pocket_pivot,100.0,18489.0,2026-06-23,16,17912.0,17999.0,17487.0,17538.0,15547,-5.1436,-2.088
2026-06-01,PTCIL,pocket_pivot,100.0,18489.0,2026-06-24,17,17500.0,17551.0,17285.0,17458.0,16893,-5.5763,-0.4562
2026-06-01,PTCIL,pocket_pivot,100.0,18489.0,2026-06-25,18,17540.0,17601.0,17338.0,17429.0,9466,-5.7331,-0.1661
2026-06-01,PTCIL,pocket_pivot,100.0,18489.0,2026-06-29,19,17434.0,17550.0,16850.0,17193.0,29220,-7.0096,-1.3541
2026-06-01,PTCIL,pocket_pivot,100.0,18489.0,2026-06-30,20,17315.0,17469.0,17000.0,17149.0,9333,-7.2476,-0.2559
2026-06-01,PTCIL,pocket_pivot,100.0,18489.0,2026-07-01,21,17331.0,17550.0,17195.0,17386.0,9169,-5.9657,1.382
2026-06-01,PTCIL,pocket_pivot,100.0,18489.0,2026-07-02,22,17480.0,17650.0,17402.0,17487.0,12311,-5.4194,0.5809
2026-06-01,PTCIL,pocket_pivot,100.0,18489.0,2026-07-03,23,17590.0,18025.0,17412.0,17763.0,24384,-3.9267,1.5783
2026-06-01,PTCIL,pocket_pivot,100.0,18489.0,2026-07-06,24,17700.0,18145.0,17635.0,17827.0,12067,-3.5805,0.3603
2026-06-01,PTCIL,pocket_pivot,100.0,18489.0,2026-07-07,25,17870.0,17870.0,17353.0,17409.0,10904,-5.8413,-2.3448
2026-06-01,PTCIL,pocket_pivot,100.0,18489.0,2026-07-08,26,17390.0,17560.0,16928.0,16998.0,11973,-8.0643,-2.3608
2026-06-01,PTCIL,pocket_pivot,100.0,18489.0,2026-07-09,27,17006.0,17479.0,16922.0,17354.0,8395,-6.1388,2.0944
2026-06-01,PTCIL,pocket_pivot,100.0,18489.0,2026-07-10,28,17430.0,17698.0,17411.0,17602.0,6422,-4.7974,1.4291
2026-06-01,SUPRIYA,pocket_pivot,100.0,1052.5,2026-06-01,0,990.0,1085.0,958.55,1052.5,5021838,0.0,6.3131
2026-06-01,SUPRIYA,pocket_pivot,100.0,1052.5,2026-06-02,1,1026.2,1026.2,903.0,917.25,2259026,-12.8504,-12.8504
2026-06-01,SUPRIYA,pocket_pivot,100.0,1052.5,2026-06-03,2,917.3,935.0,881.45,900.95,999067,-14.399,-1.7771
2026-06-01,SUPRIYA,pocket_pivot,100.0,1052.5,2026-06-04,3,907.0,958.35,880.0,952.1,898127,-9.5392,5.6773
2026-06-01,SUPRIYA,pocket_pivot,100.0,1052.5,2026-06-05,4,952.1,985.0,939.15,947.95,606961,-9.9335,-0.4359
2026-06-01,SUPRIYA,pocket_pivot,100.0,1052.5,2026-06-08,5,935.95,961.65,906.15,919.1,270915,-12.6746,-3.0434
2026-06-01,SUPRIYA,pocket_pivot,100.0,1052.5,2026-06-09,6,923.95,967.0,923.95,962.9,335994,-8.5131,4.7655
2026-06-01,SUPRIYA,pocket_pivot,100.0,1052.5,2026-06-10,7,960.0,997.4,943.05,952.4,713702,-9.5107,-1.0905
2026-06-01,SUPRIYA,pocket_pivot,100.0,1052.5,2026-06-11,8,957.2,981.0,931.0,937.0,357173,-10.9739,-1.617
2026-06-01,SUPRIYA,pocket_pivot,100.0,1052.5,2026-06-12,9,960.0,995.0,952.55,977.15,709530,-7.1591,4.285
2026-06-01,SUPRIYA,pocket_pivot,100.0,1052.5,2026-06-15,10,998.95,1010.0,944.45,955.2,502664,-9.2447,-2.2463
2026-06-01,SUPRIYA,pocket_pivot,100.0,1052.5,2026-06-16,11,963.4,970.95,937.0,946.9,242340,-10.0333,-0.8689
2026-06-01,SUPRIYA,pocket_pivot,100.0,1052.5,2026-06-17,12,956.1,960.4,908.1,914.35,298800,-13.1259,-3.4375
2026-06-01,SUPRIYA,pocket_pivot,100.0,1052.5,2026-06-18,13,919.0,941.9,918.9,932.25,186582,-11.4252,1.9577
2026-06-01,SUPRIYA,pocket_pivot,100.0,1052.5,2026-06-19,14,924.0,949.0,924.0,932.2,129230,-11.4299,-0.0054
2026-06-01,SUPRIYA,pocket_pivot,100.0,1052.5,2026-06-22,15,932.2,944.95,906.5,927.5,209002,-11.8765,-0.5042
